TOA5	1712	CR6	1712	CR6.Std.02	CPU:VMCprogramGOOD_Pit1_Revised0930.CR6	36864	SoilPit1													
TIMESTAMP	RECORD	VWC_1_Avg	VWC_2_Avg	VWC_3_Avg	VWC_4_Avg	VWC_5_Avg	T_1_Avg	T_2_Avg	T_3_Avg	T_4_Avg	T_5_Avg	Tension_1_Avg	Temp_1_Avg	Tension_2_Avg	Temp_2_Avg	Tension_3_Avg	Temp_3_Avg	Tension_4_Avg	Temp_4_Avg	BattV_Min
TS	RN	m^3/m^3	m^3/m^3	m^3/m^3	m^3/m^3	m^3/m^3	Deg C	Deg C	Deg C	Deg C	Deg C	kPa	Deg C	kPa	Deg C	kPa	Deg C	kPa	Deg C	Volts
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg	Min
10/6/2016 23:00	152	0.025	0.041	0.038	0.033	0.028	8.6	11.48	12.35	12.99	13.31	-2354	9.77	-1754	12.15	-7999	12.7	-7999	13.33	12.69
10/7/2016 0:00	153	0.025	0.041	0.038	0.033	0.028	7.995	11.07	12.36	12.99	13.3	-2525	9.13	-1614	11.97	-7999	12.7	-7999	13.3	12.68
10/7/2016 1:00	154	0.025	0.041	0.038	0.033	0.028	7.448	10.69	12.37	12.98	13.3	-2666	8.59	-1515	11.78	-7999	12.7	-7999	13.3	12.69
10/7/2016 2:00	155	0.025	0.041	0.038	0.033	0.028	7.152	10.36	12.39	12.96	13.28	-2823	8.22	-1432	11.57	-7999	12.7	-7999	13.3	12.69
10/7/2016 3:00	156	0.025	0.041	0.038	0.033	0.028	7.094	10.04	12.37	12.97	13.27	-2864	8.02	-1442	11.37	-7999	12.75	-7999	13.3	12.68
10/7/2016 4:00	157	0.025	0.04	0.038	0.033	0.028	7.491	9.83	12.37	12.96	13.26	-2795	8.19	-1506	11.18	-7999	12.73	-7999	13.3	12.69
10/7/2016 5:00	158	0.025	0.04	0.038	0.033	0.028	8.05	9.73	12.34	12.94	13.26	-2683	8.55	-1906	11.03	-7999	12.7	-7999	13.3	12.68
10/7/2016 6:00	159	0.025	0.04	0.038	0.033	0.028	8.4	9.74	12.31	12.94	13.25	-2565	8.84	-1964	10.9	-7999	12.7	-7999	13.3	12.69
10/7/2016 7:00	160	0.025	0.04	0.038	0.033	0.028	8.52	9.78	12.27	12.94	13.25	-2539	9	-1966	10.83	-7999	12.7	-7999	13.3	12.69
10/7/2016 8:00	161	0.025	0.04	0.038	0.033	0.028	8.2	9.8	12.23	12.93	13.23	-2557	8.88	-1976	10.8	-7999	12.7	-7999	13.3	12.69
10/7/2016 9:00	162	0.025	0.04	0.038	0.033	0.028	8.18	9.75	12.19	12.92	13.23	-2596	8.77	-1996	10.78	-7999	12.7	-7999	13.28	12.68
10/7/2016 10:00	163	0.025	0.04	0.038	0.033	0.028	8.67	9.72	12.16	12.92	13.21	-2530	9.05	-1994	10.7	-7999	12.7	-7999	13.2	12.69
10/7/2016 11:00	164	0.025	0.04	0.038	0.033	0.028	9.97	9.8	12.12	12.91	13.21	-2307	10	-1987	10.7	-7999	12.6	-7999	13.2	12.69
10/7/2016 12:00	165	0.026	0.04	0.038	0.033	0.028	11.29	10.07	12.09	12.9	13.2	-2090	11.09	-1992	10.7	-7999	12.6	-7999	13.2	12.7
10/7/2016 13:00	166	0.026	0.041	0.038	0.033	0.028	12.65	10.46	12.06	12.89	13.2	-1906	12.22	-1972	10.78	-7999	12.6	-7999	13.2	12.71
10/7/2016 14:00	167	0.026	0.041	0.038	0.033	0.028	14.57	11.03	12.03	12.88	13.18	-1665	13.9	-1941	10.96	-7999	12.6	-7999	13.2	12.73
10/7/2016 15:00	168	0.027	0.041	0.038	0.033	0.028	15.69	11.68	11.99	12.87	13.19	-1535	15.07	-1901	11.2	-7999	12.51	-7999	13.2	12.72
10/7/2016 16:00	169	0.027	0.041	0.038	0.033	0.028	17.34	12.36	11.99	12.85	13.18	-1389	16.61	-1677	11.52	-7999	12.5	-7999	13.2	12.73
10/7/2016 17:00	170	0.027	0.041	0.038	0.033	0.028	18.17	13.08	11.98	12.84	13.16	-1175	17.75	-1393	11.86	-7999	12.5	-7999	13.2	12.74
10/7/2016 18:00	171	0.027	0.041	0.038	0.033	0.028	18.62	13.7	11.99	12.82	13.17	-917	18.38	-1473	12.25	-7999	12.5	-7999	13.2	12.75
10/7/2016 19:00	172	0.027	0.042	0.038	0.033	0.028	17.89	14.16	12.02	12.82	13.15	-1015	18.01	-1574	12.63	-7999	12.5	-7999	13.2	12.75
10/7/2016 20:00	173	0.027	0.042	0.038	0.033	0.028	16.42	14.38	12.06	12.8	13.13	-1364	16.88	-1588	12.94	-7999	12.5	-7999	13.17	12.73
10/7/2016 21:00	174	0.027	0.042	0.038	0.033	0.028	14.74	14.31	12.11	12.79	13.13	-1504	15.56	-1479	13.17	-7999	12.5	-7999	13.1	12.72
10/7/2016 22:00	175	0.026	0.042	0.038	0.033	0.028	13.05	14.01	12.18	12.78	13.12	-1683	14.13	-1532	13.29	-7999	12.5	-7999	13.1	12.72
10/7/2016 23:00	176	0.026	0.042	0.038	0.033	0.028	11.93	13.57	12.26	12.77	13.11	-1837	12.94	-1451	13.25	-7999	12.5	-7999	13.1	12.69
10/8/2016 0:00	177	0.026	0.041	0.038	0.033	0.028	11.05	13.12	12.31	12.76	13.11	-1995	12.07	-1480	13.14	-7999	12.57	-7999	13.1	12.69
10/8/2016 1:00	178	0.025	0.041	0.038	0.033	0.028	10.33	12.67	12.38	12.76	13.1	-2126	11.36	-1499	12.98	-7999	12.6	-7999	13.1	12.69
10/8/2016 2:00	179	0.025	0.041	0.038	0.033	0.028	9.77	12.27	12.42	12.75	13.1	-2258	10.78	-1611	12.78	-7999	12.6	-7999	13.1	12.68
10/8/2016 3:00	180	0.025	0.041	0.038	0.033	0.028	9.24	11.88	12.46	12.76	13.08	-2367	10.25	-1569	12.58	-7999	12.66	-7999	13.1	12.68
10/8/2016 4:00	181	0.025	0.041	0.038	0.033	0.028	8.83	11.53	12.49	12.75	13.07	-2481	9.77	-1701	12.38	-7999	12.7	-7999	13.1	12.66
10/8/2016 5:00	182	0.025	0.041	0.038	0.033	0.028	8.45	11.21	12.5	12.75	13.07	-2561	9.38	-1780	12.18	-7999	12.7	-7999	13.1	12.65
10/8/2016 6:00	183	0.025	0.041	0.038	0.033	0.028	8.12	10.92	12.49	12.75	13.07	-2657	9.05	-1737	11.98	-7999	12.7	-7999	13.1	12.65
10/8/2016 7:00	184	0.025	0.041	0.038	0.033	0.028	7.849	10.65	12.49	12.76	13.05	-2744	8.78	-1521	11.8	-7999	12.7	-7999	13.1	12.65
10/8/2016 8:00	185	0.025	0.041	0.038	0.033	0.028	7.63	10.41	12.48	12.76	13.05	-2795	8.55	-1506	11.63	-7999	12.7	-7999	13.1	12.65
10/8/2016 9:00	186	0.024	0.041	0.038	0.033	0.028	7.761	10.19	12.45	12.76	13.04	-2875	8.53	-1445	11.45	-7999	12.7	-7999	13.1	12.65
10/8/2016 10:00	187	0.025	0.041	0.038	0.033	0.028	8.28	10.06	12.42	12.76	13.03	-2699	8.77	-1467	11.29	-7999	12.7	-7999	13.1	12.65
10/8/2016 11:00	188	0.025	0.041	0.038	0.033	0.028	9.18	10.05	12.39	12.77	13.02	-2585	9.35	-1486	11.17	-7999	12.7	-7999	13.1	12.67
10/8/2016 12:00	189	0.025	0.041	0.038	0.033	0.028	10.17	10.16	12.35	12.77	13.02	-2399	10.17	-1608	11.1	-7999	12.7	-7999	13.1	12.68
10/8/2016 13:00	190	0.025	0.041	0.038	0.033	0.028	11.8	10.42	12.31	12.77	13.02	-2124	11.51	-1869	11.1	-7999	12.7	-7999	13.1	12.68
10/8/2016 14:00	191	0.026	0.041	0.038	0.033	0.028	14.36	10.96	12.28	12.76	13.03	-1738	13.95	-1780	11.15	-7999	12.7	-7999	13.1	12.71
10/8/2016 15:00	192	0.026	0.041	0.038	0.033	0.028	16.31	11.72	12.24	12.76	13.02	-1527	15.64	-1740	11.38	-7999	12.67	-7999	13.1	12.73
10/8/2016 16:00	193	0.027	0.041	0.038	0.033	0.028	18.57	12.55	12.2	12.76	13.01	-1191	17.68	-1420	11.67	-7999	12.6	-7999	13.1	12.72
10/8/2016 17:00	194	0.027	0.041	0.038	0.033	0.028	19.65	13.44	12.18	12.75	13	-900	19.18	-1432	12.05	-7999	12.6	-7999	13.1	12.72
10/8/2016 18:00	195	0.027	0.042	0.038	0.033	0.028	19.17	14.17	12.18	12.75	13	-884	19.24	-1568	12.48	-7999	12.6	-7999	13.1	12.72
10/8/2016 19:00	196	0.027	0.042	0.038	0.033	0.028	17.8	14.56	12.2	12.75	13	-1001	18.14	-1558	12.88	-7999	12.6	-7999	13.1	12.72
10/8/2016 20:00	197	0.026	0.042	0.038	0.033	0.028	15.92	14.64	12.24	12.74	12.98	-1422	16.69	-1474	13.21	-7999	12.6	-7999	13.1	12.72
10/8/2016 21:00	198	0.026	0.042	0.038	0.033	0.028	14.22	14.42	12.29	12.73	12.99	-1566	15.19	-1459	13.39	-7999	12.6	-7999	13.03	12.7
10/8/2016 22:00	199	0.026	0.042	0.038	0.033	0.028	13	14.06	12.36	12.72	12.99	-1729	14.03	-1548	13.43	-7999	12.6	-7999	13	12.7
10/8/2016 23:00	200	0.025	0.042	0.038	0.033	0.028	12.05	13.63	12.42	12.72	12.98	-1873	13.03	-1466	13.38	-7999	12.6	-7999	13	12.68
10/9/2016 0:00	201	0.025	0.041	0.038	0.033	0.028	11.36	13.22	12.48	12.72	12.98	-1999	12.3	-1467	13.24	-7999	12.64	-7999	13	12.68
10/9/2016 1:00	202	0.025	0.041	0.038	0.033	0.028	10.77	12.82	12.54	12.71	12.98	-2096	11.72	-1487	13.08	-7999	12.7	-7999	13	12.66
10/9/2016 2:00	203	0.025	0.041	0.038	0.033	0.028	10.41	12.46	12.59	12.71	12.97	-2169	11.28	-1512	12.9	-7999	12.7	-7999	13	12.65
10/9/2016 3:00	204	0.025	0.041	0.038	0.033	0.028	10.24	12.16	12.61	12.71	12.96	-2236	11.07	-1569	12.73	-7999	12.7	-7999	13	12.65
10/9/2016 4:00	205	0.025	0.041	0.038	0.033	0.028	9.92	11.93	12.64	12.71	12.96	-2318	10.78	-1521	12.55	-7999	12.78	-7999	13	12.66
10/9/2016 5:00	206	0.024	0.041	0.038	0.033	0.028	9.64	11.69	12.65	12.72	12.96	-2385	10.49	-1633	12.4	-7999	12.8	-7999	13	12.65
10/9/2016 6:00	207	0.024	0.041	0.038	0.033	0.028	9.33	11.47	12.65	12.72	12.95	-2465	10.16	-1657	12.25	-7999	12.8	-7999	13	12.64
10/9/2016 7:00	208	0.024	0.041	0.038	0.033	0.028	8.95	11.25	12.65	12.73	12.94	-2558	9.78	-1745	12.1	-7999	12.8	-7999	13	12.64
10/9/2016 8:00	209	0.024	0.041	0.038	0.033	0.028	8.57	11.04	12.63	12.73	12.94	-2616	9.43	-1830	11.96	-7999	12.8	-7999	13	12.65
10/9/2016 9:00	210	0.024	0.041	0.038	0.033	0.028	8.32	10.79	12.61	12.74	12.95	-2707	9.16	-1814	11.82	-7999	12.8	-7999	13	12.65
10/9/2016 10:00	211	0.024	0.041	0.038	0.033	0.028	8.36	10.6	12.59	12.74	12.94	-2770	9.1	-1823	11.66	-7999	12.8	-7999	13	12.65
10/9/2016 11:00	212	0.024	0.041	0.038	0.033	0.028	8.9	10.46	12.56	12.74	12.93	-2639	9.36	-1556	11.53	-7999	12.8	-7999	13	12.65
10/9/2016 12:00	213	0.024	0.041	0.038	0.033	0.028	9.83	10.46	12.53	12.75	12.94	-2495	10.03	-1452	11.42	-7999	12.8	-7999	13	12.65
10/9/2016 13:00	214	0.024	0.041	0.038	0.033	0.028	11.84	10.61	12.49	12.76	12.93	-2209	11.47	-1449	11.36	-7999	12.8	-7999	13	12.65
10/9/2016 14:00	215	0.025	0.041	0.038	0.033	0.028	14.47	11.14	12.45	12.75	12.93	-1780	13.91	-1448	11.38	-7999	12.8	-7999	13	12.69
10/9/2016 15:00	216	0.025	0.041	0.038	0.033	0.028	16.01	11.9	12.41	12.76	12.93	-1585	15.42	-1427	11.58	-7999	12.73	-7999	13	12.69
10/9/2016 16:00	217	0.026	0.041	0.038	0.033	0.028	18.26	12.66	12.38	12.75	12.93	-1155	17.57	-1445	11.85	-7999	12.7	-7999	13	12.71
10/9/2016 17:00	218	0.026	0.041	0.038	0.033	0.027	19.15	13.49	12.36	12.75	12.93	-916	18.93	-1556	12.21	-7999	12.7	-7999	13	12.72
10/9/2016 18:00	219	0.026	0.042	0.038	0.033	0.027	18.96	14.16	12.35	12.75	12.92	-901	19.07	-1639	12.62	-7999	12.7	-7999	13	12.72
10/9/2016 19:00	220	0.026	0.042	0.038	0.033	0.027	17.75	14.55	12.37	12.74	12.92	-976	18.13	-1531	13	-7999	12.7	-7999	13	12.71
10/9/2016 20:00	221	0.026	0.042	0.038	0.033	0.027	15.92	14.64	12.41	12.74	12.92	-1402	16.7	-1460	13.3	-7999	12.7	-7999	13	12.69
10/9/2016 21:00	222	0.025	0.042	0.038	0.033	0.027	14.32	14.47	12.45	12.73	12.92	-1573	15.29	-1391	13.48	-7999	12.7	-7999	13	12.68
10/9/2016 22:00	223	0.025	0.042	0.038	0.033	0.028	13.39	14.13	12.51	12.73	12.92	-1721	14.33	-1445	13.5	-7999	12.7	-7999	13	12.64
10/9/2016 23:00	224	0.025	0.042	0.038	0.033	0.028	12.7	13.78	12.57	12.73	12.91	-1806	13.55	-1434	13.48	-7999	12.7	-7999	13	12.64
10/10/2016 0:00	225	0.025	0.042	0.038	0.033	0.028	12.17	13.44	12.63	12.72	12.91	-1906	12.98	-1530	13.37	-7999	12.7	-7999	13	12.64
10/10/2016 1:00	226	0.024	0.041	0.038	0.033	0.028	11.49	13.14	12.67	12.72	12.91	-2014	12.39	-1445	13.23	-7999	12.8	-7999	13	12.64
10/10/2016 2:00	227	0.024	0.041	0.038	0.033	0.028	11	12.83	12.73	12.73	12.9	-2105	11.86	-1526	13.08	-7999	12.8	-7999	13	12.64
10/10/2016 3:00	228	0.024	0.041	0.038	0.033	0.028	10.59	12.53	12.75	12.72	12.9	-2189	11.45	-1502	12.93	-7999	12.8	-7999	13	12.65
10/10/2016 4:00	229	0.024	0.041	0.038	0.033	0.028	10.29	12.25	12.76	12.72	12.9	-2240	11.14	-1514	12.77	-7999	12.83	-7999	13	12.64
10/10/2016 5:00	230	0.023	0.041	0.038	0.033	0.028	10.15	12.01	12.79	12.73	12.88	-2328	10.94	-1636	12.63	-7999	12.9	-7999	13	12.64
10/10/2016 6:00	231	0.023	0.041	0.038	0.033	0.028	10.08	11.81	12.79	12.73	12.89	-2359	10.8	-1519	12.47	-7999	12.9	-7999	13	12.62
10/10/2016 7:00	232	0.023	0.041	0.038	0.033	0.028	10.3	11.65	12.78	12.74	12.88	-2321	10.87	-1594	12.34	-7999	12.9	-7999	13	12.62
10/10/2016 8:00	233	0.023	0.041	0.038	0.033	0.028	10.53	11.58	12.76	12.75	12.88	-2276	11.06	-1664	12.23	-7999	12.9	-7999	13	12.65
10/10/2016 9:00	234	0.023	0.041	0.038	0.033	0.028	10.61	11.55	12.75	12.75	12.89	-2286	11.11	-1678	12.13	-7999	12.9	-7999	13	12.64
10/10/2016 10:00	235	0.024	0.041	0.038	0.033	0.028	11.23	11.53	12.73	12.76	12.88	-2206	11.47	-1739	12.1	-7999	12.9	-7999	13	12.64
10/10/2016 11:00	236	0.024	0.041	0.038	0.033	0.028	12.26	11.62	12.7	12.76	12.89	-2056	12.27	-1820	12.02	-7999	12.9	-7999	13	12.64
10/10/2016 12:00	237	0.024	0.041	0.038	0.033	0.027	12.36	11.84	12.68	12.76	12.87	-2018	12.53	-1820	12.07	-7999	12.9	-7999	13	12.64
10/10/2016 13:00	238	0.024	0.041	0.038	0.033	0.027	13.1	12	12.66	12.77	12.88	-1921	13.05	-1807	12.1	-7999	12.9	-7999	13	12.65
10/10/2016 14:00	239	0.025	0.041	0.038	0.033	0.027	14.97	12.33	12.63	12.77	12.89	-1701	14.64	-1794	12.18	-7999	12.9	-7999	13	12.64
10/10/2016 15:00	240	0.025	0.041	0.038	0.033	0.027	15.29	12.82	12.62	12.77	12.89	-1584	15.3	-1702	12.35	-7999	12.9	-7999	13	12.65
10/10/2016 16:00	241	0.025	0.041	0.038	0.033	0.027	15.97	13.17	12.61	12.77	12.88	-1542	15.87	-1484	12.55	-7999	12.83	-7999	13	12.65
10/10/2016 17:00	242	0.025	0.041	0.038	0.033	0.027	16.76	13.5	12.6	12.78	12.88	-1449	16.78	-1545	12.73	-7999	12.8	-7999	13	12.66
